id,pred
2013_1103_1107,0.572842354392
2013_1103_1112,0.173258769946
2013_1103_1125,0.576359129502
2013_1103_1129,0.545771274533
2013_1103_1137,0.402642342418
2013_1103_1139,0.244390660985
2013_1103_1143,0.337699098869
2013_1103_1153,0.299025783484
2013_1103_1160,0.331039997639
2013_1103_1161,0.22615293029
2013_1103_1166,0.214271634597
2013_1103_1172,0.516088861965
2013_1103_1181,0.0886227577441
2013_1103_1195,0.571444609546
2013_1103_1196,0.118739532605
2013_1103_1207,0.081515944211
2013_1103_1211,0.136353112954
2013_1103_1217,0.537436185411
2013_1103_1228,0.160652973919
2013_1103_1231,0.0899599376961
2013_1103_1233,0.585367219867
2013_1103_1235,0.240698506842
2013_1103_1241,0.600689788281
2013_1103_1242,0.072930716392
2013_1103_1243,0.128713962847
2013_1103_1247,0.371818581174
2013_1103_1251,0.675638998319
2013_1103_1254,0.689248907295
2013_1103_1257,0.0853935929908
2013_1103_1266,0.153487159106
2013_1103_1272,0.145049298373
2013_1103_1274,0.153398110112
2013_1103_1276,0.115854690775
2013_1103_1277,0.109507794053
2013_1103_1278,0.296780663673
2013_1103_1279,0.405557312758
2013_1103_1281,0.252234370435
2013_1103_1285,0.471701929035
2013_1103_1292,0.297973702445
2013_1103_1299,0.599319429303
2013_1103_1301,0.18349941303
2013_1103_1307,0.161826539799
2013_1103_1308,0.392032870468
2013_1103_1314,0.168598377135
2013_1103_1322,0.474719542461
2013_1103_1323,0.151627120061
2013_1103_1326,0.0850020020765
2013_1103_1328,0.211744888949
2013_1103_1329,0.174801732587
2013_1103_1332,0.420784519495
2013_1103_1334,0.529080119688
2013_1103_1338,0.2096178656
2013_1103_1355,0.656130479933
2013_1103_1361,0.308248811345
2013_1103_1380,0.496452749149
2013_1103_1387,0.174702869583
2013_1103_1388,0.426193245309
2013_1103_1393,0.117620891862
2013_1103_1396,0.193204311624
2013_1103_1417,0.16444583967
2013_1103_1424,0.124372336265
2013_1103_1433,0.134003685359
2013_1103_1434,0.464764224323
2013_1103_1437,0.208786658829
2013_1103_1443,0.414507852703
2013_1103_1455,0.347523581551
2013_1103_1458,0.190125654996
2013_1107_1112,0.135171953949
2013_1107_1125,0.503641774064
2013_1107_1129,0.472607852798
2013_1107_1137,0.334534929365
2013_1107_1139,0.194342916272
2013_1107_1143,0.275510358855
2013_1107_1153,0.241363469853
2013_1107_1160,0.269578414135
2013_1107_1161,0.1789554726
2013_1107_1166,0.169012212997
2013_1107_1172,0.443023598012
2013_1107_1181,0.0676194279568
2013_1107_1195,0.498617516835
2013_1107_1196,0.0913137540254
2013_1107_1207,0.0620821755494
2013_1107_1211,0.105345370605
2013_1107_1217,0.464248116888
2013_1107_1228,0.12491853818
2013_1107_1231,0.0686635762085
2013_1107_1233,0.512889295408
2013_1107_1235,0.191215523077
2013_1107_1241,0.528733941771
2013_1107_1242,0.0554202059354
2013_1107_1243,0.0992437956649
2013_1107_1247,0.306252004951
2013_1107_1251,0.608383953969
2013_1107_1254,0.623242210031
2013_1107_1257,0.0651008990584
2013_1107_1266,0.119120424925
2013_1107_1272,0.112321169932
2013_1107_1274,0.119048510508
2013_1107_1276,0.089027922134
2013_1107_1277,0.0840110369198
2013_1107_1278,0.239403425101
2013_1107_1279,0.337235189587
2013_1107_1281,0.201007648877
2013_1107_1285,0.399729844844
2013_1107_1292,0.240444675899
2013_1107_1299,0.527310962619
2013_1107_1301,0.143552318892
2013_1107_1307,0.125870210886
2013_1107_1308,0.324744452251
2013_1107_1314,0.131373243217
2013_1107_1322,0.402637942035
2013_1107_1323,0.117618993084
2013_1107_1326,0.0647957720692
2013_1107_1328,0.166905806216
2013_1107_1329,0.13643170624
2013_1107_1332,0.351413632811
2013_1107_1334,0.455908423745
2013_1107_1338,0.165134841174
2013_1107_1355,0.58730122497
2013_1107_1361,0.249440866769
2013_1107_1380,0.423733196595
2013_1107_1387,0.136350958507
2013_1107_1388,0.356479462364
2013_1107_1393,0.0904269781916
2013_1107_1396,0.151536604737
2013_1107_1417,0.12799640105
2013_1107_1424,0.0957869381875
2013_1107_1433,0.103466213544
2013_1107_1434,0.393063110743
2013_1107_1437,0.164443325862
2013_1107_1443,0.345554404783
2013_1107_1455,0.28430225503
2013_1107_1458,0.148999290407
2013_1112_1125,0.866528998658
2013_1112_1129,0.851493809021
2013_1112_1137,0.76283743816
2013_1112_1139,0.606830810835
2013_1112_1143,0.70872541426
2013_1112_1153,0.670583467353
2013_1112_1160,0.702510498975
2013_1112_1161,0.582392752301
2013_1112_1166,0.565471869718
2013_1112_1172,0.83577804025
2013_1112_1181,0.316954824139
2013_1112_1195,0.864187445711
2013_1112_1196,0.391346814629
2013_1112_1207,0.297514994083
2013_1112_1211,0.429681785956
2013_1112_1217,0.847198066298
2013_1112_1228,0.477362694888
2013_1112_1231,0.32052553424
2013_1112_1233,0.870750697345
2013_1112_1235,0.602025697701
2013_1112_1241,0.877729915856
2013_1112_1242,0.27294100982
2013_1112_1243,0.413476695889
2013_1112_1247,0.738530260505
2013_1112_1251,0.90859242683
2013_1112_1254,0.913676657074
2013_1112_1257,0.308219553756
2013_1112_1266,0.463877546372
2013_1112_1272,0.447394488022
2013_1112_1274,0.463707062554
2013_1112_1276,0.384730283388
2013_1112_1277,0.369814626733
2013_1112_1278,0.668207946188
2013_1112_1279,0.765020503205
2013_1112_1281,0.616811297357
2013_1112_1285,0.809914251873
2013_1112_1292,0.669472637773
2013_1112_1299,0.877115810725
2013_1112_1301,0.517480451431
2013_1112_1307,0.479528057327
2013_1112_1308,0.754728319965
2013_1112_1314,0.49179396641
2013_1112_1322,0.811770903854
2013_1112_1323,0.460301378508
2013_1112_1326,0.307149299351
2013_1112_1328,0.561764648849
2013_1112_1329,0.50269876635
2013_1112_1332,0.776122750195
2013_1112_1334,0.842801003758
2013_1112_1338,0.558613304578
2013_1112_1355,0.90104266975
2013_1112_1361,0.680146997761
2013_1112_1380,0.82470814542
2013_1112_1387,0.502527388484
2013_1112_1388,0.779948567004
2013_1112_1393,0.388792995078
2013_1112_1396,0.53331164526
2013_1112_1417,0.484318290111
2013_1112_1424,0.403983406491
2013_1112_1433,0.424763950386
2013_1112_1434,0.80558745659
2013_1112_1437,0.557374122134
2013_1112_1443,0.771606665432
2013_1112_1455,0.717647862869
2013_1112_1458,0.528362661318
2013_1125_1129,0.469047308272
2013_1125_1137,0.331361032475
2013_1125_1139,0.192115107739
2013_1125_1143,0.272667005185
2013_1125_1153,0.238756386819
2013_1125_1160,0.266773737562
2013_1125_1161,0.176865331823
2013_1125_1166,0.167014582555
2013_1125_1172,0.439500197734
2013_1125_1181,0.0667239781212
2013_1125_1195,0.495044953728
2013_1125_1196,0.0901348651163
2013_1125_1207,0.0612552353276
2013_1125_1211,0.104006063457
