Id,Pred
2017_1112_1116,0.748214749274
2017_1112_1124,0.604220633982
2017_1112_1137,0.895138398363
2017_1112_1139,0.622556432073
2017_1112_1153,0.69937560442
2017_1112_1166,0.850600125083
2017_1112_1173,0.723573029742
2017_1112_1181,0.532811668518
2017_1112_1190,0.896895211372
2017_1112_1195,0.972762954684
2017_1112_1196,0.677557956937
2017_1112_1199,0.583087309816
2017_1112_1211,0.365337926664
2017_1112_1233,0.885489362821
2017_1112_1235,0.716070461072
2017_1112_1240,0.981023583426
2017_1112_1242,0.338906030401
2017_1112_1243,0.806674609895
2017_1112_1245,0.902779256674
2017_1112_1246,0.377315407142
2017_1112_1257,0.416266696715
2017_1112_1266,0.777553764457
2017_1112_1268,0.707962333391
2017_1112_1274,0.896151245325
2017_1112_1276,0.733172490759
2017_1112_1277,0.720492437533
2017_1112_1278,0.702560267533
2017_1112_1291,0.976929738077
2017_1112_1292,0.885672190157
2017_1112_1297,0.978016325236
2017_1112_1300,0.971495987229
2017_1112_1305,0.820829715745
2017_1112_1308,0.90744812732
2017_1112_1309,0.945062243282
2017_1112_1314,0.357024949837
2017_1112_1315,0.976042641025
2017_1112_1321,0.845832304797
2017_1112_1323,0.673055456523
2017_1112_1329,0.808537703639
2017_1112_1332,0.621826299234
2017_1112_1343,0.927098924315
2017_1112_1344,0.797628634562
2017_1112_1345,0.643045926936
2017_1112_1348,0.863396851292
2017_1112_1355,0.958809443766
2017_1112_1371,0.746086667932
2017_1112_1374,0.655814571013
2017_1112_1376,0.729517741605
2017_1112_1388,0.750722250054
2017_1112_1407,0.978390140725
2017_1112_1411,0.971896731881
2017_1112_1413,0.976115080965
2017_1112_1417,0.562781139627
2017_1112_1423,0.824590813296
2017_1112_1425,0.855347504151
2017_1112_1433,0.819960473347
2017_1112_1435,0.741399731709
2017_1112_1436,0.963297717804
2017_1112_1437,0.372005710023
2017_1112_1438,0.621941956795
2017_1112_1439,0.742598246065
2017_1112_1448,0.857965111971
2017_1112_1452,0.651356801318
2017_1112_1455,0.789159666321
2017_1112_1457,0.968095524261
2017_1112_1458,0.681484613499
2017_1112_1462,0.848763711343
2017_1116_1124,0.318662781489
2017_1116_1137,0.779155289029
2017_1116_1139,0.295799295639
2017_1116_1153,0.420772667528
2017_1116_1166,0.400313095532
2017_1116_1173,0.44139066102
2017_1116_1181,0.26462173674
2017_1116_1190,0.789522486366
2017_1116_1195,0.958393806359
2017_1116_1196,0.35871123735
2017_1116_1199,0.29484012145
2017_1116_1211,0.261113452866
2017_1116_1233,0.773960127991
2017_1116_1235,0.34088959562
2017_1116_1240,0.960040292654
2017_1116_1242,0.243795084008
2017_1116_1243,0.630851047665
2017_1116_1245,0.833267930444
2017_1116_1246,0.302104239753
2017_1116_1257,0.297348290966
2017_1116_1266,0.636202930765
2017_1116_1268,0.417298549278
2017_1116_1274,0.691293102718
2017_1116_1276,0.426372688054
2017_1116_1277,0.560518652486
2017_1116_1278,0.331602478841
2017_1116_1291,0.953817781156
2017_1116_1292,0.769472550395
2017_1116_1297,0.961433173889
2017_1116_1300,0.961104212994
2017_1116_1305,0.626729468423
2017_1116_1308,0.744657331141
2017_1116_1309,0.832199776577
2017_1116_1314,0.206546612091
2017_1116_1315,0.95824951604
2017_1116_1321,0.647481543544
2017_1116_1323,0.35579788486
2017_1116_1329,0.629613650425
2017_1116_1332,0.31221595118
2017_1116_1343,0.803719132256
