id,pred
2017_1112_1116,0.74957534956
2017_1112_1124,0.59287667253
2017_1112_1137,0.844593105886
2017_1112_1139,0.588760002432
2017_1112_1153,0.706790074831
2017_1112_1166,0.859411817022
2017_1112_1173,0.706766527404
2017_1112_1181,0.523454309075
2017_1112_1190,0.880165973335
2017_1112_1195,0.976589436821
2017_1112_1196,0.679722408508
2017_1112_1199,0.611487498455
2017_1112_1211,0.35716999568
2017_1112_1233,0.909794121887
2017_1112_1235,0.696817090082
2017_1112_1240,0.983131762128
2017_1112_1242,0.341850653525
2017_1112_1243,0.833662316338
2017_1112_1245,0.890414835397
2017_1112_1246,0.399842081989
2017_1112_1257,0.425588981332
2017_1112_1266,0.797646085498
2017_1112_1268,0.716158930962
2017_1112_1274,0.888318936089
2017_1112_1276,0.73860263256
2017_1112_1277,0.716408213631
2017_1112_1278,0.702884164651
2017_1112_1291,0.984247816649
2017_1112_1292,0.909470082658
2017_1112_1297,0.974017062802
2017_1112_1300,0.981335371723
2017_1112_1305,0.818760898436
2017_1112_1308,0.914958596154
2017_1112_1309,0.941139109404
2017_1112_1314,0.333880536365
2017_1112_1315,0.974490680539
2017_1112_1321,0.851672568308
2017_1112_1323,0.669013309053
2017_1112_1329,0.810057777624
2017_1112_1332,0.613277968841
2017_1112_1343,0.939638330909
2017_1112_1344,0.790256988772
2017_1112_1345,0.618006142643
2017_1112_1348,0.891981396919
2017_1112_1355,0.979485554873
2017_1112_1371,0.750579412141
2017_1112_1374,0.650925922859
2017_1112_1376,0.748073097891
2017_1112_1388,0.755453272759
2017_1112_1407,0.98279392429
2017_1112_1411,0.970148130777
2017_1112_1413,0.979641318113
2017_1112_1417,0.567576844823
2017_1112_1423,0.82836586268
2017_1112_1425,0.861970651654
2017_1112_1433,0.852981732562
2017_1112_1435,0.773050114225
2017_1112_1436,0.968328719585
2017_1112_1437,0.378267145158
2017_1112_1438,0.6603790569
2017_1112_1439,0.7536397576
2017_1112_1448,0.883833205268
2017_1112_1452,0.659424737639
2017_1112_1455,0.796980001677
2017_1112_1457,0.973375602172
2017_1112_1458,0.694447008647
2017_1112_1462,0.867396599234
2017_1116_1124,0.294307397849
2017_1116_1137,0.806502516748
2017_1116_1139,0.292821976023
2017_1116_1153,0.430960546493
2017_1116_1166,0.382736816009
2017_1116_1173,0.410067089889
2017_1116_1181,0.237183206161
2017_1116_1190,0.826534975861
2017_1116_1195,0.96158665089
2017_1116_1196,0.351480254324
2017_1116_1199,0.286704450442
2017_1116_1211,0.242700958686
2017_1116_1233,0.782123687495
2017_1116_1235,0.337186676072
2017_1116_1240,0.9539144974
2017_1116_1242,0.255800293394
2017_1116_1243,0.651038685648
2017_1116_1245,0.8454958408
2017_1116_1246,0.29087353019
2017_1116_1257,0.276229996093
2017_1116_1266,0.62422524006
2017_1116_1268,0.387176091156
2017_1116_1274,0.710949536473
2017_1116_1276,0.447366492897
2017_1116_1277,0.581524174223
2017_1116_1278,0.340065692267
2017_1116_1291,0.959649786136
2017_1116_1292,0.780332270929
2017_1116_1297,0.951805616041
2017_1116_1300,0.963542548398
2017_1116_1305,0.620536329417
2017_1116_1308,0.759463835844
2017_1116_1309,0.850627895922
2017_1116_1314,0.197307516228
2017_1116_1315,0.950482018359
2017_1116_1321,0.61436587034
2017_1116_1323,0.368025530782
2017_1116_1329,0.623033346055
2017_1116_1332,0.308452282266
2017_1116_1343,0.779345428692
2017_1116_1344,0.637275986912
2017_1116_1345,0.321389711434
2017_1116_1348,0.579471081972
2017_1116_1355,0.956249087542
2017_1116_1371,0.539382299136
2017_1116_1374,0.460388032406
2017_1116_1376,0.450611517568
2017_1116_1388,0.492601107821
2017_1116_1407,0.955307029129
2017_1116_1411,0.882564597062
2017_1116_1413,0.961588894863
2017_1116_1417,0.301966071041
2017_1116_1423,0.644123357158
2017_1116_1425,0.621278294161
2017_1116_1433,0.611997624793
2017_1116_1435,0.55540579384
2017_1116_1436,0.918010394805
2017_1116_1437,0.226602298733
2017_1116_1438,0.362449024207
2017_1116_1439,0.558177844039
2017_1116_1448,0.581870295165
2017_1116_1452,0.320579477155
2017_1116_1455,0.561474917748
2017_1116_1457,0.92068668222
2017_1116_1458,0.454479046594
2017_1116_1462,0.663726706843
2017_1124_1137,0.896504229979
2017_1124_1139,0.58085488194
2017_1124_1153,0.68873085149
2017_1124_1166,0.727165624162
2017_1124_1173,0.731170716703
2017_1124_1181,0.424002909823
2017_1124_1190,0.901209655318
2017_1124_1195,0.966277602241
2017_1124_1196,0.574824625583
2017_1124_1199,0.395295056204
2017_1124_1211,0.413365998727
2017_1124_1233,0.917086804751
2017_1124_1235,0.656554306998
2017_1124_1240,0.97517450482
2017_1124_1242,0.304991486095
2017_1124_1243,0.636549685842
2017_1124_1245,0.858366595825
2017_1124_1246,0.406185054669
2017_1124_1257,0.456569780103
2017_1124_1266,0.848199548621
2017_1124_1268,0.71388054624
2017_1124_1274,0.828454669165
2017_1124_1276,0.779009846071
2017_1124_1277,0.722844317751
2017_1124_1278,0.596021725995
2017_1124_1291,0.940345102276
2017_1124_1292,0.817497623363
2017_1124_1297,0.984151011505
2017_1124_1300,0.978415178695
2017_1124_1305,0.824484247541
2017_1124_1308,0.882601191209
2017_1124_1309,0.923904227233
2017_1124_1314,0.402842302037
2017_1124_1315,0.981937619572
2017_1124_1321,0.796199073252
2017_1124_1323,0.594173681635
2017_1124_1329,0.83572938599
2017_1124_1332,0.573736218529
2017_1124_1343,0.808577210162
2017_1124_1344,0.651439352994
2017_1124_1345,0.548212365632
2017_1124_1348,0.820315011905
2017_1124_1355,0.985921605344
2017_1124_1371,0.803455430612
2017_1124_1374,0.638495614665
2017_1124_1376,0.812938535656
2017_1124_1388,0.76992963041
2017_1124_1407,0.973442614931
2017_1124_1411,0.960310153636
2017_1124_1413,0.989467530351
2017_1124_1417,0.428423511033
2017_1124_1423,0.832012293146
2017_1124_1425,0.811418010881
2017_1124_1433,0.831717967392
2017_1124_1435,0.822469874331
2017_1124_1436,0.895579266906
2017_1124_1437,0.423880625238
2017_1124_1438,0.572317707211
2017_1124_1439,0.755669504609
2017_1124_1448,0.861817892199
2017_1124_1452,0.620436359539
2017_1124_1455,0.742345857933
2017_1124_1457,0.925238477345
2017_1124_1458,0.716236504911
2017_1124_1462,0.807695135737
2017_1137_1139,0.11950056436
2017_1137_1153,0.194044934954
2017_1137_1166,0.274524853264
2017_1137_1173,0.175521772996
2017_1137_1181,0.0799933310992
2017_1137_1190,0.560648808205
2017_1137_1195,0.755935725526
2017_1137_1196,0.121588693368
2017_1137_1199,0.137571594027
2017_1137_1211,0.0755676182086
2017_1137_1233,0.573601071818
2017_1137_1235,0.145605746006
2017_1137_1240,0.851398988953
2017_1137_1242,0.144544038965
2017_1137_1243,0.388491737125
2017_1137_1245,0.687574514788
2017_1137_1246,0.0864408159762
2017_1137_1257,0.117099123163
2017_1137_1266,0.220309969469
2017_1137_1268,0.166471465848
2017_1137_1274,0.211344390449
2017_1137_1276,0.223345037372
2017_1137_1277,0.241198728645
2017_1137_1278,0.124024193456
2017_1137_1291,0.853852411488
2017_1137_1292,0.41763635148
2017_1137_1297,0.880452638968
2017_1137_1300,0.916377913525
2017_1137_1305,0.405211926672
2017_1137_1308,0.545388687257
2017_1137_1309,0.747475020271
2017_1137_1314,0.0543189240766
2017_1137_1315,0.884863543219
2017_1137_1321,0.20400861768
2017_1137_1323,0.171845848255
2017_1137_1329,0.262905688851
2017_1137_1332,0.123795579471
2017_1137_1343,0.325368378037
2017_1137_1344,0.379389004518
2017_1137_1345,0.117939198224
2017_1137_1348,0.386792442958
2017_1137_1355,0.914570586432
2017_1137_1371,0.295045020469
2017_1137_1374,0.173043035595
2017_1137_1376,0.249377437303
2017_1137_1388,0.172152961473
2017_1137_1407,0.851398988953
2017_1137_1411,0.776580633999
2017_1137_1413,0.927103008847
2017_1137_1417,0.112238528916
2017_1137_1423,0.413133285256
2017_1137_1425,0.278991318364
2017_1137_1433,0.279290171823
2017_1137_1435,0.310278748282
2017_1137_1436,0.491785518558
2017_1137_1437,0.0814030064143
2017_1137_1438,0.145599216349
2017_1137_1439,0.255800435941
2017_1137_1448,0.331471773939
2017_1137_1452,0.133654002181
2017_1137_1455,0.309339048691
2017_1137_1457,0.583180571947
2017_1137_1458,0.21006062688
2017_1137_1462,0.282504615356
2017_1139_1153,0.611335682231
2017_1139_1166,0.61574493525
2017_1139_1173,0.724716381677
2017_1139_1181,0.336784661049
2017_1139_1190,0.885621508246
2017_1139_1195,0.951035451141
2017_1139_1196,0.526019182938
2017_1139_1199,0.375884880295
2017_1139_1211,0.406021456951
2017_1139_1233,0.867333149913
2017_1139_1235,0.609051473007
